id,Address,Response_Address,Response_X,Response_Y
129,臺北市中正區羅斯福路三段號,臺北市中正區頂東里6鄰羅斯福路三段2號;臺北市中正區頂東里6鄰羅斯福路三段6號;臺北市中正區頂東里6鄰羅斯福路三段8號;臺北市中正區頂東里6鄰羅斯福路三段14號;臺北市中正區頂東里5鄰羅斯福路三段16號;臺北市中正區頂東里6鄰羅斯福路三段18號;臺北市中正區頂東里5鄰羅斯福路三段20號;臺北市中正區頂東里5鄰羅斯福路三段22號;臺北市中正區頂東里5鄰羅斯福路三段26號;臺北市中正區頂東里5鄰羅斯福路三段28號,121.524817;121.524863;121.524897;121.525004;121.525026;121.525047;121.525065;121.525098;121.525127;121.525183,25.023533;25.023470;25.023420;25.023261;25.023237;25.023216;25.023195;25.023168;25.023137;25.023067
130,臺北市萬華區艋舺大道198號,臺北市萬華區雙園里3鄰艋舺大道194號;臺北市萬華區雙園里1鄰艋舺大道200號,121.499795;121.499613,25.032561;25.032702
131,臺北市北投區承德路七段80號,臺北市北投區福興里3鄰承德路七段34之1號;臺北市北投區福興里3鄰承德路七段34之2號;臺北市北投區福興里3鄰承德路七段34之4號,121.511049;121.511267;121.511329,25.111294;25.111243;25.111300
132,臺北市中山區林森北路446號,臺北市中山區聚葉里13鄰林森北路446號,121.525470,25.060675
133,臺北市北投區天母西路120巷號,臺北市北投區榮華里1鄰天母西路120巷10號;臺北市北投區榮華里1鄰天母西路120巷12號;臺北市北投區榮華里1鄰天母西路120巷16號;臺北市北投區榮華里1鄰天母西路120巷18號;臺北市北投區榮華里1鄰天母西路120巷37號;臺北市北投區榮華里1鄰天母西路120巷39號;臺北市北投區榮華里1鄰天母西路120巷43號,121.522653;121.522636;121.522606;121.522437;121.523008;121.522955;121.522654,25.118662;25.118607;25.118531;25.118462;25.118086;25.117974;25.118054
134,臺北市北投區天母西路120巷號,臺北市北投區榮華里1鄰天母西路120巷10號;臺北市北投區榮華里1鄰天母西路120巷12號;臺北市北投區榮華里1鄰天母西路120巷16號;臺北市北投區榮華里1鄰天母西路120巷18號;臺北市北投區榮華里1鄰天母西路120巷37號;臺北市北投區榮華里1鄰天母西路120巷39號;臺北市北投區榮華里1鄰天母西路120巷43號,121.522653;121.522636;121.522606;121.522437;121.523008;121.522955;121.522654,25.118662;25.118607;25.118531;25.118462;25.118086;25.117974;25.118054
135,臺北市萬華區莒光路315號,臺北市萬華區雙園里7鄰莒光路312號;臺北市萬華區雙園里11鄰莒光路328號,121.497747;121.497495,25.031255;25.031248
136,臺北市松山區中崙里復興南路一段47巷9弄17號,臺北市松山區中崙里3鄰復興南路一段47巷9弄9號,121.544613,25.045294
137,臺北市松山區中崙里復興南路一段47巷9弄17號,臺北市松山區中崙里3鄰復興南路一段47巷9弄9號,121.544613,25.045294
138,臺北市松山區松基里敦化段一小段45號,臺北市松山區松基里15鄰慶城街42號;臺北市松山區松基里16鄰慶城街48號,121.546691;121.546893,25.054960;25.055143
139,臺北市松山區光復南路46巷36號,臺北市松山區復源里6鄰光復南路46巷36號,121.554654,25.045734
140,臺北市中正區羅斯福路三段68號,臺北市中正區頂東里3鄰羅斯福路三段74之1號,121.526256,25.022079
141,臺北市中山區建國北路二段68號,臺北市中山區中央里12鄰建國北路二段68號,121.536460,25.054478
142,臺北市中正區汀州路一段78號,臺北市中正區廈安里8鄰汀州路一段78號,121.506125,25.031126
143,臺北市松山區光復北路85巷22號,臺北市松山區吉祥里20鄰光復北路85巷21號;臺北市松山區吉祥里20鄰光復北路85巷23號,121.559006;121.559048,25.050587;25.050585
144,臺北市中山區遼寧街101巷A戶4樓號,臺北市中山區力行里19鄰遼寧街101巷1之1號;臺北市中山區力行里19鄰遼寧街101巷1之2號;臺北市中山區力行里19鄰遼寧街101巷25之1號;臺北市中山區力行里19鄰遼寧街101巷25之2號;臺北市中山區力行里19鄰遼寧街101巷25之3號;臺北市中山區力行里19鄰遼寧街101巷31之1號;臺北市中山區力行里19鄰遼寧街101巷31之2號,121.542365;121.542394;121.543081;121.543125;121.543165;121.543336;121.543334,25.050412;25.050426;25.050789;25.050791;25.050789;25.050837;25.050871
145,臺北市中山區松江路108巷22號,臺北市中山區興亞里18鄰松江路108巷20之1號,121.530739,25.051358
146,臺北市中山區南京東路三段12號,臺北市中山區力行里28鄰南京東路三段12號,121.537436,25.051791
147,臺北市中山區南京東路三段12號,臺北市中山區力行里28鄰南京東路三段12號,121.537436,25.051791
148,臺北市文山區興光里興德路47巷(B3-18F)號,臺北市文山區興光里3鄰興德路47巷14號;臺北市文山區興光里3鄰興德路47巷15號;臺北市文山區興光里3鄰興德路47巷16號;臺北市文山區興光里3鄰興德路47巷17號;臺北市文山區興光里3鄰興德路47巷19號;臺北市文山區興光里3鄰興德路47巷21號;臺北市文山區興光里3鄰興德路47巷23號;臺北市文山區興光里3鄰興德路47巷25號,121.555533;121.555497;121.555454;121.555404;121.555400;121.555392;121.555390;121.555398,25.001587;25.001453;25.001583;25.001460;25.001411;25.001348;25.001308;25.001217
149,臺北市中正區南海路82號,臺北市中正區忠勤里26鄰南海路81號;臺北市中正區忠勤里26鄰南海路83號,121.508392;121.508343,25.028953;25.028877
150,臺北市南港區重陽路A02棟12F號,臺北市南港區東新里10鄰重陽路2之1號;臺北市南港區重陽里7鄰重陽路63之1號;臺北市南港區重陽里7鄰重陽路63之2號;臺北市南港區重陽里7鄰重陽路63之3號;臺北市南港區重陽里7鄰重陽路63之5號;臺北市南港區東新里23鄰重陽路218之1號;臺北市南港區東新里23鄰重陽路218之2號;臺北市南港區南港里20鄰重陽路357之1號;臺北市南港區三重里2鄰重陽路455之1號;臺北市南港區三重里2鄰重陽路457之1號,121.595305;121.597043;121.597003;121.596965;121.596937;121.603344;121.603378;121.607024;121.610343;121.610482,25.054883;25.056094;25.056104;25.056096;25.056052;25.057354;25.057283;25.058295;25.059767;25.059828
151,臺北市中正區愛國西路號,臺北市中正區建國里4鄰愛國西路1號;臺北市中正區龍福里4鄰愛國西路2號;臺北市中正區建國里3鄰愛國西路7號;臺北市中正區建國里3鄰愛國西路7之2號;臺北市中正區建國里3鄰愛國西路7之4號;臺北市中正區建國里3鄰愛國西路9號;臺北市中正區建國里3鄰愛國西路9之1號;臺北市中正區建國里3鄰愛國西路15號;臺北市中正區南門里15鄰愛國西路16號;臺北市中正區建國里3鄰愛國西路17號,121.513580;121.515371;121.512148;121.512072;121.512045;121.507831;121.507752;121.507591;121.511489;121.507530,25.035558;25.034397;25.035802;25.035824;25.035831;25.037268;25.037303;25.037379;25.034866;25.037482
152,臺北市中正區博愛路110號,臺北市中正區光復里8鄰博愛路109之1號,121.511605,25.042558
153,臺北市大同區涼州街號,臺北市大同區民權里4鄰涼州街1號;臺北市大同區民權里9鄰涼州街1之10號;臺北市大同區民權里9鄰涼州街1之11號;臺北市大同區民權里9鄰涼州街1之12號;臺北市大同區民權里9鄰涼州街1之13號;臺北市大同區民權里9鄰涼州街1之14號;臺北市大同區民權里9鄰涼州街1之15號;臺北市大同區民權里9鄰涼州街1之16號;臺北市大同區民權里9鄰涼州街1之17號;臺北市大同區民權里9鄰涼州街1之18號,121.514729;121.515257;121.515311;121.515387;121.515420;121.515451;121.515490;121.515534;121.515566;121.515600,25.060914;25.060945;25.060942;25.060943;25.060949;25.060948;25.060953;25.060952;25.060956;25.060957
154,臺北市中山區中原街112號,臺北市中山區新生里15鄰中原街111號;臺北市中山區新生里14鄰中原街113號,121.529037;121.529039,25.061748;25.061886
155,臺北市中山區中原街112號,臺北市中山區新生里15鄰中原街111號;臺北市中山區新生里14鄰中原街113號,121.529037;121.529039,25.061748;25.061886
156,臺北市文山區指南路三段103號,臺北市文山區指南里17鄰指南路三段103號,121.581052,24.982524
157,臺北市北投區中央里大興街號,臺北市北投區中央里16鄰大興街12號;臺北市北投區中央里16鄰大興街14號;臺北市北投區中央里16鄰大興街16號;臺北市北投區中央里16鄰大興街18號;臺北市北投區中央里16鄰大興街20號;臺北市北投區中央里16鄰大興街22號;臺北市北投區中央里7鄰大興街26號;臺北市北投區中央里7鄰大興街28號;臺北市北投區中央里7鄰大興街30號;臺北市北投區中央里7鄰大興街32號,121.498005;121.498093;121.498172;121.498262;121.498374;121.498448;121.498716;121.498766;121.498817;121.498846,25.129745;25.129767;25.129787;25.129809;25.129837;25.129856;25.129919;25.129933;25.129942;25.129860
158,臺北市士林區德行東路335號,臺北市士林區芝山里8鄰德行東路334號;臺北市士林區芝山里8鄰德行東路336號,121.537657;121.537728,25.110244;25.110257
159,臺北市內湖區內湖路二段285號,臺北市內湖區內湖里1鄰內湖路二段285號,121.590680,25.082433
160,臺北市內湖區金龍路67巷號,臺北市內湖區金龍里10鄰金龍路67巷1號;臺北市內湖區金龍里10鄰金龍路67巷1之1號;臺北市內湖區金龍里10鄰金龍路67巷3號;臺北市內湖區金龍里10鄰金龍路67巷3之1號;臺北市內湖區金龍里11鄰金龍路67巷6號;臺北市內湖區金龍里11鄰金龍路67巷7號;臺北市內湖區金龍里11鄰金龍路67巷8號;臺北市內湖區金龍里11鄰金龍路67巷9號;臺北市內湖區金龍里11鄰金龍路67巷10號,121.592955;121.592951;121.592944;121.592939;121.592839;121.592952;121.592862;121.592978;121.592778,25.085263;25.085246;25.085221;25.085194;25.085854;25.085806;25.085923;25.085877;25.085947
161,臺北市大安區新生南路一段161巷與信義路三段31巷路口號,臺北市大安區民炤里8鄰新生南路一段161巷1之1號;臺北市大安區民炤里9鄰新生南路一段161巷2之1號;臺北市大安區民炤里8鄰新生南路一段161巷3之1號;臺北市大安區民炤里8鄰新生南路一段161巷3之2號;臺北市大安區民炤里8鄰新生南路一段161巷3之3號;臺北市大安區民炤里8鄰新生南路一段161巷3之4號;臺北市大安區民炤里9鄰新生南路一段161巷4之10號;臺北市大安區民炤里9鄰新生南路一段161巷4之11號;臺北市大安區民炤里9鄰新生南路一段161巷4之12號;臺北市大安區民炤里9鄰新生南路一段161巷4之13號,121.533255;121.533351;121.533460;121.533564;121.533685;121.533759;121.533731;121.533731;121.533731;121.533731,25.034721;25.034545;25.034718;25.034714;25.034713;25.034711;25.034551;25.034551;25.034551;25.034551
162,臺北市大安區和平東路三段212巷42號,臺北市大安區芳和里15鄰和平東路三段212巷43之1號;臺北市大安區芳和里15鄰和平東路三段212巷43之2號,121.553363;121.553199,25.021376;25.021348
163,臺北市中正區南昌路二段136號,臺北市中正區板溪里2鄰南昌路二段135號;臺北市中正區板溪里2鄰南昌路二段137號,121.522159;121.522189,25.026063;25.026042
164,臺北市中正區南昌路二段134號,臺北市中正區板溪里3鄰南昌路二段134號,121.522648,25.025442
165,臺北市大安區新生南路一段161巷32號,臺北市大安區民炤里16鄰新生南路一段161巷32號,121.536156,25.034500
166,臺北市中正區汀州路二段95號,臺北市中正區螢圃里4鄰汀州路二段95號,121.518142,25.025351
167,臺北市文山區溪州街67號,找不到指定的門牌地址。,,
168,臺北市中正區羅斯福路四段170號,臺北市中正區水源里4鄰羅斯福路四段170號,121.536314,25.012255
169,臺北市大安區泰順街60巷18弄6號,臺北市大安區古風里9鄰泰順街60巷18弄6號,121.529781,25.022068
170,臺北市大安區和平東路二段76巷17弄3號,臺北市大安區龍淵里25鄰和平東路二段76巷17弄3號,121.540055,25.023413
171,臺北市大安區和平東路二段76巷17弄(藏閱D-2F)號,臺北市大安區龍淵里25鄰和平東路二段76巷17弄1之1號;臺北市大安區龍淵里25鄰和平東路二段76巷17弄1之2號;臺北市大安區龍淵里26鄰和平東路二段76巷17弄2之1號;臺北市大安區龍淵里26鄰和平東路二段76巷17弄2之2號;臺北市大安區龍淵里26鄰和平東路二段76巷17弄2之3號;臺北市大安區龍淵里26鄰和平東路二段76巷17弄2之4號;臺北市大安區龍淵里26鄰和平東路二段76巷17弄2之5號;臺北市大安區龍淵里26鄰和平東路二段76巷17弄2之6號;臺北市大安區龍淵里26鄰和平東路二段76巷17弄2之7號;臺北市大安區龍淵里25鄰和平東路二段76巷17弄3之1號,121.539762;121.539882;121.539882;121.539812;121.539882;121.539812;121.539882;121.539812;121.539882;121.540145,25.023606;25.023526;25.023389;25.023434;25.023389;25.023434;25.023389;25.023434;25.023389;25.023354
172,臺北市中正區羅斯福路四段170號,臺北市中正區水源里4鄰羅斯福路四段170號,121.536314,25.012255
173,臺北市中山區晴光里雙城街(B3-3F)號,臺北市中山區晴光里8鄰雙城街16之1號;臺北市中山區晴光里8鄰雙城街16之2號;臺北市中山區晴光里8鄰雙城街16之3號;臺北市中山區晴光里8鄰雙城街17之5號;臺北市中山區晴光里8鄰雙城街17之6號;臺北市中山區晴光里8鄰雙城街17之7號;臺北市中山區晴光里10鄰雙城街21之1號;臺北市中山區晴光里10鄰雙城街21之2號;臺北市中山區晴光里10鄰雙城街21之3號;臺北市中山區晴光里8鄰雙城街23之1號,121.524208;121.524208;121.524209;121.524360;121.524361;121.524362;121.524362;121.524362;121.524364;121.524365,25.065255;25.065301;25.065352;25.065283;25.065311;25.065346;25.065653;25.065701;25.065760;25.065950
174,臺北市士林區富光里葫蘆街30巷25號,臺北市士林區富光里11鄰葫蘆街30巷24號;臺北市士林區富光里11鄰葫蘆街30巷26號,121.509951;121.509953,25.080635;25.080670
175,臺北市大同區南京西路267號,臺北市大同區永樂里16鄰南京西路267號,121.509562,25.053398
176,臺北市文山區景後街178號,臺北市文山區景行里19鄰景後街190之1號,121.541711,24.990058
177,臺北市內湖區康樂街136巷30弄B3棟拾肆樓號,臺北市內湖區東湖里19鄰康樂街136巷30弄3之1號;臺北市內湖區東湖里19鄰康樂街136巷30弄5之1號;臺北市內湖區東湖里19鄰康樂街136巷30弄5之2號;臺北市內湖區東湖里19鄰康樂街136巷30弄5之3號;臺北市內湖區東湖里20鄰康樂街136巷30弄7之1號;臺北市內湖區東湖里20鄰康樂街136巷30弄9之1號;臺北市內湖區東湖里20鄰康樂街136巷30弄11之1號,121.617752;121.617729;121.617748;121.617609;121.617288;121.617217;121.617153,25.071766;25.071573;25.071520;25.071486;25.071726;25.071930;25.072141
178,臺北市信義區基隆路一段號,臺北市信義區雅祥里1鄰基隆路一段3號;臺北市信義區雅祥里1鄰基隆路一段5號;臺北市信義區雅祥里1鄰基隆路一段7號;臺北市信義區雅祥里1鄰基隆路一段9之1號;臺北市信義區雅祥里1鄰基隆路一段9之2號;臺北市信義區雅祥里1鄰基隆路一段9之3號;臺北市信義區雅祥里1鄰基隆路一段9之4號;臺北市信義區雅祥里1鄰基隆路一段9之5號;臺北市信義區雅祥里1鄰基隆路一段9之6號;臺北市信義區雅祥里1鄰基隆路一段9之7號,121.569428;121.569381;121.569357;121.569338;121.569351;121.569370;121.569300;121.569316;121.569331;121.569340,25.048983;25.048960;25.048924;25.048884;25.048876;25.048866;25.048843;25.048839;25.048832;25.048824
179,臺北市文山區萬芳路(萬芳段二小段183-1地號,臺北市文山區萬芳里1鄰萬芳路1之1號;臺北市文山區萬芳里1鄰萬芳路1之2號;臺北市文山區萬芳里1鄰萬芳路1之3號;臺北市文山區萬芳里1鄰萬芳路1之4號;臺北市文山區萬芳里1鄰萬芳路1之5號;臺北市文山區萬芳里1鄰萬芳路1之6號;臺北市文山區萬芳里1鄰萬芳路1之10號;臺北市文山區萬芳里1鄰萬芳路1之11號;臺北市文山區萬芳里1鄰萬芳路1之12號;臺北市文山區萬芳里1鄰萬芳路1之13號,121.571319;121.571295;121.571268;121.571251;121.571164;121.571147;121.571074;121.571011;121.570967;121.570946,24.994471;24.994509;24.994577;24.994600;24.994720;24.994745;24.994848;24.994893;24.994910;24.994944
180,臺北市文山區羅斯福路六段455巷號,臺北市文山區景行里4鄰羅斯福路六段455巷2號;臺北市文山區景行里4鄰羅斯福路六段455巷6號;臺北市文山區景行里4鄰羅斯福路六段455巷8號;臺北市文山區景行里4鄰羅斯福路六段455巷10號;臺北市文山區景行里4鄰羅斯福路六段455巷12號;臺北市文山區景行里4鄰羅斯福路六段455巷13號;臺北市文山區景行里4鄰羅斯福路六段455巷15號;臺北市文山區景行里4鄰羅斯福路六段455巷16號;臺北市文山區景行里4鄰羅斯福路六段455巷17號;臺北市文山區景行里4鄰羅斯福路六段455巷18號,121.540096;121.540058;121.540173;121.540156;121.540431;121.540347;121.540383;121.540486;121.540414;121.540533,24.990058;24.989939;24.990008;24.989947;24.990043;24.990158;24.990151;24.990030;24.990144;24.990019
181,臺北市文山區羅斯福路六段455巷號,臺北市文山區景行里4鄰羅斯福路六段455巷2號;臺北市文山區景行里4鄰羅斯福路六段455巷6號;臺北市文山區景行里4鄰羅斯福路六段455巷8號;臺北市文山區景行里4鄰羅斯福路六段455巷10號;臺北市文山區景行里4鄰羅斯福路六段455巷12號;臺北市文山區景行里4鄰羅斯福路六段455巷13號;臺北市文山區景行里4鄰羅斯福路六段455巷15號;臺北市文山區景行里4鄰羅斯福路六段455巷16號;臺北市文山區景行里4鄰羅斯福路六段455巷17號;臺北市文山區景行里4鄰羅斯福路六段455巷18號,121.540096;121.540058;121.540173;121.540156;121.540431;121.540347;121.540383;121.540486;121.540414;121.540533,24.990058;24.989939;24.990008;24.989947;24.990043;24.990158;24.990151;24.990030;24.990144;24.990019
182,臺北市大安區瑞安街155巷號,臺北市大安區龍生里13鄰瑞安街155巷2號;臺北市大安區龍生里13鄰瑞安街155巷4號;臺北市大安區龍生里13鄰瑞安街155巷6號;臺北市大安區龍生里13鄰瑞安街155巷8號;臺北市大安區龍生里13鄰瑞安街155巷10號;臺北市大安區龍生里11鄰瑞安街155巷11號,121.539295;121.539383;121.539537;121.539610;121.539722;121.539548,25.025974;25.025962;25.025935;25.025925;25.025935;25.026071
183,臺北市大安區大安路二段號,臺北市大安區住安里14鄰大安路二段17號;臺北市大安區住安里14鄰大安路二段19號;臺北市大安區住安里14鄰大安路二段21號;臺北市大安區住安里14鄰大安路二段23號;臺北市大安區住安里14鄰大安路二段25號;臺北市大安區住安里14鄰大安路二段33號;臺北市大安區住安里14鄰大安路二段35號;臺北市大安區住安里15鄰大安路二段37號;臺北市大安區住安里15鄰大安路二段39號;臺北市大安區住安里15鄰大安路二段47號,121.546097;121.546099;121.546103;121.546103;121.546107;121.546182;121.546182;121.546161;121.546156;121.546133,25.032302;25.032252;25.032211;25.032171;25.032124;25.031979;25.031925;25.031732;25.031604;25.031490
184,臺北市北投區石牌路一段166巷A3棟13樓號,臺北市北投區榮光里24鄰石牌路一段166巷26之1號;臺北市北投區榮光里24鄰石牌路一段166巷28之1號;臺北市北投區榮光里17鄰石牌路一段166巷60之1號;臺北市北投區榮光里17鄰石牌路一段166巷60之2號;臺北市北投區榮光里17鄰石牌路一段166巷64之1號;臺北市北投區榮光里17鄰石牌路一段166巷64之2號;臺北市北投區榮光里14鄰石牌路一段166巷91之1號,121.513637;121.513679;121.514300;121.514246;121.514380;121.514408;121.515113,25.113975;25.113914;25.113140;25.113212;25.113057;25.113018;25.112456
185,臺北市大同區迪化街二段172巷號,臺北市大同區國順里4鄰迪化街二段172巷1號;臺北市大同區國順里3鄰迪化街二段172巷2號;臺北市大同區國順里4鄰迪化街二段172巷3號;臺北市大同區國順里4鄰迪化街二段172巷5號;臺北市大同區國順里3鄰迪化街二段172巷6號;臺北市大同區國順里4鄰迪化街二段172巷7號;臺北市大同區國順里3鄰迪化街二段172巷8號;臺北市大同區國順里4鄰迪化街二段172巷9號;臺北市大同區國順里3鄰迪化街二段172巷10號;臺北市大同區國順里4鄰迪化街二段172巷11號,121.510163;121.510154;121.510116;121.510075;121.510079;121.510037;121.509991;121.509984;121.509913;121.509952,25.067243;25.067102;25.067240;25.067233;25.067095;25.067232;25.067091;25.067229;25.067091;25.067228
186,臺北市松山區八德路四段號,臺北市松山區吉祥里26鄰八德路四段1號;臺北市松山區復盛里1鄰八德路四段2號;臺北市松山區復盛里1鄰八德路四段2之1號;臺北市松山區復盛里1鄰八德路四段6號;臺北市松山區吉祥里26鄰八德路四段7號;臺北市松山區復盛里1鄰八德路四段8號;臺北市松山區吉祥里26鄰八德路四段9號;臺北市松山區復盛里1鄰八德路四段10號;臺北市松山區吉祥里26鄰八德路四段11號;臺北市松山區復盛里1鄰八德路四段12號,121.558063;121.558064;121.558111;121.558161;121.558297;121.558245;121.558333;121.558284;121.558378;121.558335,25.048338;25.048112;25.048117;25.048121;25.048403;25.048130;25.048404;25.048136;25.048408;25.048140
187,臺北市內湖區瑞光路358巷30弄2樓號,臺北市內湖區港墘里20鄰瑞光路358巷30弄2之1號,121.572288,25.076501
188,臺北市中正區光復里漢口街一段號,臺北市中正區光復里3鄰漢口街一段45號;臺北市中正區光復里3鄰漢口街一段47號;臺北市中正區光復里3鄰漢口街一段51號;臺北市中正區光復里3鄰漢口街一段51之1號;臺北市中正區光復里3鄰漢口街一段53號;臺北市中正區光復里3鄰漢口街一段55號;臺北市中正區光復里3鄰漢口街一段57號;臺北市中正區光復里3鄰漢口街一段59號;臺北市中正區光復里3鄰漢口街一段61號;臺北市中正區光復里3鄰漢口街一段63號,121.512587;121.512534;121.512406;121.512407;121.512365;121.512322;121.512269;121.512169;121.512120;121.512066,25.045241;25.045244;25.045248;25.045304;25.045251;25.045245;25.045248;25.045245;25.045244;25.045242
189,臺北市中正區光復里漢口街一段號,臺北市中正區光復里3鄰漢口街一段45號;臺北市中正區光復里3鄰漢口街一段47號;臺北市中正區光復里3鄰漢口街一段51號;臺北市中正區光復里3鄰漢口街一段51之1號;臺北市中正區光復里3鄰漢口街一段53號;臺北市中正區光復里3鄰漢口街一段55號;臺北市中正區光復里3鄰漢口街一段57號;臺北市中正區光復里3鄰漢口街一段59號;臺北市中正區光復里3鄰漢口街一段61號;臺北市中正區光復里3鄰漢口街一段63號,121.512587;121.512534;121.512406;121.512407;121.512365;121.512322;121.512269;121.512169;121.512120;121.512066,25.045241;25.045244;25.045248;25.045304;25.045251;25.045245;25.045248;25.045245;25.045244;25.045242
190,臺北市北投區裕民六路111號,臺北市北投區裕民里24鄰裕民六路111號,121.517374,25.114733
191,臺北市中正區 牯嶺街95巷號,臺北市中正區板溪里14鄰牯嶺街95巷1號;臺北市中正區板溪里1鄰牯嶺街95巷2號;臺北市中正區板溪里14鄰牯嶺街95巷3號;臺北市中正區板溪里1鄰牯嶺街95巷4號;臺北市中正區板溪里14鄰牯嶺街95巷5號;臺北市中正區板溪里14鄰牯嶺街95巷7號;臺北市中正區板溪里14鄰牯嶺街95巷7之1號;臺北市中正區板溪里14鄰牯嶺街95巷7之3號;臺北市中正區板溪里14鄰牯嶺街95巷7之4號;臺北市中正區板溪里6鄰牯嶺街95巷8號,121.519094;121.519257;121.519184;121.519392;121.519234;121.519324;121.519385;121.519530;121.519578;121.519703,25.026136;25.025939;25.026136;25.025962;25.026135;25.026122;25.026088;25.026122;25.026133;25.025987
192,臺北市信義區和平東路三段號,臺北市信義區黎平里1鄰和平東路三段163號;臺北市信義區黎平里1鄰和平東路三段167號;臺北市信義區黎平里1鄰和平東路三段169號;臺北市信義區黎平里1鄰和平東路三段171號;臺北市信義區黎平里1鄰和平東路三段173號;臺北市信義區黎平里1鄰和平東路三段175號;臺北市信義區黎平里1鄰和平東路三段177號;臺北市信義區黎平里1鄰和平東路三段179號;臺北市信義區黎平里1鄰和平東路三段193號;臺北市信義區黎平里1鄰和平東路三段195號,121.553040;121.553178;121.553216;121.553264;121.553307;121.553344;121.553392;121.553479;121.553462;121.553505,25.024194;25.024104;25.024069;25.024025;25.023986;25.023951;25.023907;25.023972;25.023727;25.023693
193,臺北市文山區景中街號,臺北市文山區景華里1鄰景中街1號;臺北市文山區景行里8鄰景中街2號;臺北市文山區景華里1鄰景中街3號;臺北市文山區景行里8鄰景中街4號;臺北市文山區景華里1鄰景中街5號;臺北市文山區景行里8鄰景中街6號;臺北市文山區景華里1鄰景中街7號;臺北市文山區景行里8鄰景中街8號;臺北市文山區景華里1鄰景中街9號;臺北市文山區景行里8鄰景中街10號,121.541484;121.541098;121.541567;121.541435;121.541764;121.541465;121.541787;121.541511;121.541811;121.541563,24.993043;24.992763;24.993043;24.992811;24.993040;24.992794;24.993040;24.992792;24.993039;24.992792
194,臺北市信義區永吉路    225巷4弄  1號,臺北市信義區五常里5鄰永吉路225巷4弄1號,121.574146,25.046185
195,臺北市中山區中山北路二段183巷號,臺北市中山區恆安里1鄰中山北路二段183巷1之4號;臺北市中山區恆安里1鄰中山北路二段183巷1之5號;臺北市中山區恆安里1鄰中山北路二段183巷2之4號;臺北市中山區恆安里3鄰中山北路二段183巷3號;臺北市中山區恆安里3鄰中山北路二段183巷3之1號;臺北市中山區恆安里3鄰中山北路二段183巷3之2號;臺北市中山區恆安里3鄰中山北路二段183巷3之3號;臺北市中山區恆安里3鄰中山北路二段183巷4之10號;臺北市中山區恆安里3鄰中山北路二段183巷4之11號;臺北市中山區恆安里3鄰中山北路二段183巷4之12號,121.522981;121.523017;121.523032;121.523174;121.523398;121.523431;121.523498;121.523703;121.523734;121.523773,25.063808;25.063817;25.063721;25.063839;25.063779;25.063779;25.063779;25.063679;25.063677;25.063663
196,臺北市文山區羅斯福路六段310號,臺北市文山區景華里2鄰羅斯福路六段309號;臺北市文山區景華里2鄰羅斯福路六段311號,121.541375;121.541376,24.994040;24.994002
197,臺北市松山區南京東路五段291巷29弄30號,臺北市松山區安平里17鄰南京東路五段291巷29弄29號,121.567066,25.052930
198,臺北市大同區民權西路129號,臺北市大同區民權里22鄰民權西路128號;臺北市大同區民權里24鄰民權西路136號,121.516543;121.516409,25.062707;25.062750
199,臺北市大同區民權西路129號,臺北市大同區民權里22鄰民權西路128號;臺北市大同區民權里24鄰民權西路136號,121.516543;121.516409,25.062707;25.062750
200,臺北市北投區雙全街8號,臺北市北投區中庸里1鄰雙全街8號,121.501222,25.139095
201,臺北市北投區中央北路二段215號,臺北市北投區豐年里11鄰中央北路二段215號,121.492063,25.138103
202,臺北市中正區漢口街一段號,臺北市中正區黎明里10鄰漢口街一段2號;臺北市中正區黎明里10鄰漢口街一段3號;臺北市中正區黎明里10鄰漢口街一段4號;臺北市中正區黎明里10鄰漢口街一段5號;臺北市中正區黎明里10鄰漢口街一段6號;臺北市中正區黎明里10鄰漢口街一段8號;臺北市中正區黎明里10鄰漢口街一段9號;臺北市中正區黎明里10鄰漢口街一段10號;臺北市中正區黎明里10鄰漢口街一段11號;臺北市中正區黎明里10鄰漢口街一段12號,121.514827;121.514546;121.514723;121.514534;121.514667;121.514634;121.514518;121.514572;121.514501;121.514521,25.045082;25.045227;25.045083;25.045224;25.045083;25.045083;25.045226;25.045085;25.045226;25.045086
203,臺北市大同區承德路三段330號,臺北市大同區重慶里15鄰承德路三段318號;臺北市大同區重慶里15鄰承德路三段332號,121.519745;121.519851,25.074749;25.075049
204,臺北市大安區四維路216巷號,臺北市大安區群賢里14鄰四維路216巷1號;臺北市大安區群賢里14鄰四維路216巷1之3號;臺北市大安區群賢里13鄰四維路216巷2號;臺北市大安區群賢里13鄰四維路216巷2之1號;臺北市大安區群賢里14鄰四維路216巷3號;臺北市大安區群賢里14鄰四維路216巷3之2號;臺北市大安區群賢里14鄰四維路216巷5號;臺北市大安區群賢里13鄰四維路216巷6號;臺北市大安區群賢里13鄰四維路216巷6之2號;臺北市大安區群賢里13鄰四維路216巷6之3號,121.547696;121.547696;121.547693;121.547608;121.547608;121.547608;121.547541;121.547535;121.547535;121.547535,25.025977;25.025977;25.025850;25.025855;25.025984;25.025984;25.025993;25.025872;25.025872;25.025872
