p_name,Address,Response_Address,x,y,dist_MRT,station
吉祥．如藝,臺北市士林區富光里11鄰葫蘆街30巷26號,臺北市士林區富光里11鄰葫蘆街30巷26號,121.509953,25.08067,1057.8006393131,大橋頭Daqiaotou
吉美信義,臺北市大同區永樂里16鄰南京西路267號,臺北市大同區永樂里16鄰南京西路267號,121.509562,25.053398,233.85757120278836,北門Beimen
吉美君悅,臺北市文山區景行里19鄰景後街190之1號,臺北市文山區景行里19鄰景後街190之1號,121.541711,24.990058,172.19789128374308,景美Jingmei
吉美大安森林花園,臺北市內湖區東湖里20鄰康樂街136巷30弄11之1號,臺北市內湖區東湖里20鄰康樂街136巷30弄11之1號,121.617153,25.072141,698.2686125925335,東湖Donghu
吉美大安花園,臺北市信義區永吉路19號,臺北市信義區雅祥里7鄰永吉路19號,121.567981,25.045901,411.7232037875644,市政府Taipei City Hall
吉美天悅,臺灣臺北市文山區萬芳路28號,臺北市文山區萬芳里33鄰萬芳路28號,121.570393,24.996293,287.57397745431115,萬芳社區Wanfang Community
吉美樂河,臺北市文山區景行里4鄰羅斯福路六段455巷18號,臺北市文山區景行里4鄰羅斯福路六段455巷18號,121.540533,24.990019,122.9011613658762,景美Jingmei
吉美艾麗,臺北市大安區龍生里11鄰瑞安街155巷11號,臺北市大安區龍生里11鄰瑞安街155巷11號,121.539548,25.026071,432.44847733134617,科技大樓Technology Building
吉達國際科技大樓,臺灣臺北市大安區大安路二段80號,臺北市大安區住安里8鄰大安路二段80號,121.545821,25.031641,263.5314419659047,大安Daan
向陽上冠,臺北市北投區榮光里14鄰石牌路一段166巷91之1號,臺北市北投區榮光里14鄰石牌路一段166巷91之1號,121.515113,25.112456,129.97659006160856,石牌Shipai
吾上琚,臺北市大同區國順里4鄰迪化街二段172巷11號,臺北市大同區國順里4鄰迪化街二段172巷11號,121.509952,25.067228,384.73673553211614,大橋頭Daqiaotou
和平官址,臺灣臺北市松山區八德路四段480號,臺北市松山區慈祐里14鄰八德路四段480號,121.570072,25.049572,608.6148486828746,南京三民Nanjing Sanmin
和暘AI,臺北市內湖區港墘里20鄰瑞光路358巷30弄2之1號,臺北市內湖區港墘里20鄰瑞光路358巷30弄2之1號,121.572288,25.076501,372.3157133170404,港墘Gangqian
和暘W,臺灣臺北市中正區漢口街一段69號1樓,臺北市中正區光復里3鄰漢口街一段69號,121.511975,25.045238,320.2796871587537,北門Beimen
和暘信邑,臺北市北投區裕民里24鄰裕民六路111號,臺北市北投區裕民里24鄰裕民六路111號,121.517374,25.114733,202.18759764835235,石牌Shipai
和歌誠美,臺北市中正區板溪里6鄰牯嶺街95巷8號,臺北市中正區板溪里6鄰牯嶺街95巷8號,121.519703,25.025987,353.14359761718447,古亭Guting
和邦羅斯芙,臺灣臺北市信義區和平東路三段195號,臺北市信義區黎平里1鄰和平東路三段195號,121.553505,25.023693,43.64059820361943,六張犁Liuzhangli
和風悅,臺北市文山區景中街18號,臺北市文山區景華里1鄰景中街19號,121.542118,24.993036,176.4785183755118,景美Jingmei
品嘉-箴品序,臺北市信義區五常里5鄰永吉路225巷4弄1號,臺北市信義區五常里5鄰永吉路225巷4弄1號,121.574146,25.046185,391.3514938011352,永春Yongchun
品嘉-馥御中央,臺北市中山區恆安里3鄰中山北路二段183巷4之12號,臺北市中山區恆安里3鄰中山北路二段183巷4之12號,121.523773,25.063663,299.5671260252089,中山國小Zhongshan Elementary School
品嘉77,臺北市文山區景華里2鄰羅斯福路六段311號,臺北市文山區景華里2鄰羅斯福路六段311號,121.541376,24.994002,138.78694040517072,景美Jingmei
品嘉Whouse,臺北市松山區安平里17鄰南京東路五段291巷29弄29號,臺北市松山區安平里17鄰南京東路五段291巷29弄29號,121.567066,25.05293,272.54629028159366,南京三民Nanjing Sanmin
品嘉傳承,臺北市大同區民權里24鄰民權西路136號,臺北市大同區民權里24鄰民權西路136號,121.516409,25.06275,323.81380447466586,民權西路Minquan W. Rd.
品嘉敦品藏,臺北市北投區中庸里1鄰雙全街8號,臺北市北投區中庸里1鄰雙全街8號,121.501222,25.139095,192.1804529148859,新北投Xinbeitou
品嘉新明殿,臺北市北投區豐年里11鄰中央北路二段215號,臺北市北投區豐年里11鄰中央北路二段215號,121.492063,25.138103,736.9053453640867,復興崗Fuxinggang
品陽大苑,臺北市中正區漢口街一段77號,臺北市中正區光復里3鄰漢口街一段73之2號,121.511797,25.045241,308.22011234498024,北門Beimen
品陽大苑A.B區,臺北市大同區重慶里15鄰承德路三段332號,臺北市大同區重慶里15鄰承德路三段332號,121.519851,25.075049,216.89834079818596,圓山Yuanshan
品陽大苑C區,臺北市大安區群賢里13鄰四維路216巷6之3號,臺北市大安區群賢里13鄰四維路216巷6之3號,121.547535,25.025872,455.9144415908657,科技大樓Technology Building
問鼎匯,臺北市內湖區週美里8鄰新明路413巷1弄6號,臺北市內湖區週美里8鄰新明路413巷1弄6號,121.581582,25.054822,510.6710464903589,松山Songshan
喆美,臺北市中正區龍興里13鄰和平西路二段98巷12號,臺北市中正區龍興里13鄰和平西路二段98巷12號,121.510443,25.028759,397.17377866114197,小南門Xiaonanmen
嘉源埕驛,臺北市中正區龍興里6鄰和平西路二段98巷11之1號,臺北市中正區龍興里6鄰和平西路二段98巷11之1號,121.51034,25.029115,378.2014750428986,小南門Xiaonanmen
嘉潤一御,臺北市中正區龍興里4鄰和平西路二段70巷8之2號,臺北市中正區龍興里4鄰和平西路二段70巷8之2號,121.511348,25.028711,401.0254963594545,小南門Xiaonanmen
嘉磐日光,臺北市大同區朝陽里1鄰延平北路一段139號,臺北市大同區朝陽里1鄰延平北路一段139號,121.511914,25.053267,289.0857085879735,北門Beimen
嘉磐華山雍翠,臺北市大同區玉泉里6鄰延平北路一段66巷8號,臺北市大同區玉泉里6鄰延平北路一段66巷8號,121.51152,25.051538,188.05350065369225,北門Beimen
四方荷韻,臺北市中山區吉林路188號,臺北市中山區中原里11鄰吉林路188號,121.530081,25.057804,362.6513582515286,行天宮Xingtian Temple
國協天玥,臺北市北投區育仁路10號號旁,臺北市北投區大同里8鄰育仁路10號,121.498617,25.132719,51.04010779223443,北投Beitou
國家企業廣場TAIPEIONE,臺北市中山區正得里5鄰中山北路一段33巷37號,臺北市中山區正得里5鄰中山北路一段33巷37號,121.523484,25.048459,213.60527900274312,善導寺Shandao Temple
國揚吉麟,臺北市中正區重慶南路二段80號,臺北市中正區龍光里6鄰重慶南路二段80號,121.514799,25.030529,406.59088502161956,中正紀念堂Chiang Kai-Shek Memorial Hall
國泰悠境,臺北市南港區三重里16鄰南港路一段32號,臺北市南港區三重里16鄰南港路一段32號,121.617622,25.05533,13.774003611574752,南港展覽館Taipei Nangang Exhibition Center
國泰悠陽,臺北市中山區力行里2鄰復興北路26號,臺北市中山區力行里2鄰復興北路26號,121.543678,25.048904,202.07782080392704,南京復興Nanjing Fuxing
國泰承真,臺北市中山區中原里15鄰吉林路170號,臺北市中山區中原里15鄰吉林路170號,121.530064,25.056873,384.4568402494846,行天宮Xingtian Temple
國泰沐善,臺北市南港區東新里20鄰向陽路120巷2弄20號,臺北市南港區東新里20鄰向陽路120巷2弄20號,121.596542,25.054722,440.626671958806,昆陽Kunyang
國泰華威豐年,臺北市南港區東新里20鄰向陽路120巷2弄20號,臺北市南港區東新里20鄰向陽路120巷2弄20號,121.596542,25.054722,440.626671958806,昆陽Kunyang
國泰蒔美,臺北市內湖區週美里27鄰行善路281巷19弄12號,臺北市內湖區週美里27鄰行善路281巷19弄12號,121.584733,25.061593,986.52142425911,文德Wende
國泰雍萃,臺北市內湖區行善路295號,臺北市內湖區週美里27鄰行善路295號,121.584458,25.061976,964.7955404833084,文德Wende
國王雙子星,臺北市北投區大業路520號,臺北市北投區大同里4鄰大業路520號,121.496717,25.134846,275.4397143602759,北投Beitou
國美大奇,臺北市內湖區行善路281巷,臺北市內湖區週美里24鄰行善路281巷32號,121.584001,25.060635,922.114782083379,後山埤Houshanpi
國美大真,臺北市北投區建民里10鄰文林北路75巷69號,臺北市北投區建民里10鄰文林北路75巷69號,121.517263,25.103325,411.4514956120589,明德Mingde
國美山翫水,臺北市大同區建功里19鄰鄭州路83巷11號,臺北市大同區建功里19鄰鄭州路83巷11號,121.51275,25.050142,282.9318820379506,台北車站Taipei Main Station
國美華爾道夫三,臺北市北投區奇岩里1鄰三合街一段82巷116號,臺北市北投區奇岩里1鄰三合街一段82巷116號,121.504788,25.129334,463.8165140678856,奇岩Qiyan
國美詠山,臺北市中山區成功里14鄰敬業三路161巷59號,臺北市中山區成功里14鄰敬業三路161巷59號,121.554603,25.079373,337.31317977564987,劍南路Jiannan Rd.
國美青田,臺北市北投區奇岩里1鄰三合街一段82巷119號,臺北市北投區奇岩里1鄰三合街一段82巷119號,121.504209,25.129718,421.17184974464067,奇岩Qiyan
國賓伊頓,臺北市中山區復華里20鄰長春路258巷27號,臺北市中山區復華里20鄰長春路258巷27號,121.539132,25.053754,548.9038295081026,南京復興Nanjing Fuxing
國賓官邸,臺北市內湖區港華里7鄰港墘路8號,臺北市內湖區港華里7鄰港墘路8號,121.577687,25.083548,354.9296412266327,港墘Gangqian
國賓皇琚,臺北市大安區龍安里8鄰青田街11巷8之1號,臺北市大安區龍安里8鄰青田街11巷8之1號,121.53274,25.02689,447.08355620446395,大安森林公園Daan Park
國雄中正,臺北市文山區政大一街239號,臺北市文山區政大里9鄰政大一街239號,121.585081,24.986466,935.1488800669687,動物園Taipei Zoo
圓山1號院,臺北市內湖區成功路二段317巷1-17號,臺北市內湖區寶湖里27鄰成功路二段317巷1號,121.590852,25.069858,844.96075709276,文德Wende
圓山ART,臺北市中山區民安里18鄰中山北路二段66號,臺北市中山區民安里18鄰中山北路二段66號,121.522585,25.056757,226.0835227714733,雙連Shuanglian
圓山富璟,臺北市中正區永昌里15鄰詔安街240號,臺北市中正區永昌里15鄰詔安街240號,121.509122,25.02689,538.8290956973168,小南門Xiaonanmen
圓山帝寶,臺北市士林區義信里1鄰基河路15號,臺北市士林區義信里1鄰基河路15號,121.524837,25.087038,128.69511117321858,劍潭Jiantan
圓山綻,臺北市士林區承德里2鄰承德路四段88號,臺北市士林區承德里2鄰承德路四段88號,121.523055,25.082706,257.82569012877514,劍潭Jiantan
在壹起,臺北市士林區福中里5鄰福港街212號,臺北市士林區福中里5鄰福港街212號,121.517549,25.085809,838.9530825035476,劍潭Jiantan
城中京湛,臺北市士林區承德路四段72號,臺北市士林區承德里20鄰承德路四段73之1號,121.523563,25.081821,244.67197576047096,劍潭Jiantan
城市莊園,臺北市大同區保安里15鄰哈密街68巷18號,臺北市大同區保安里15鄰哈密街68巷18號,121.518233,25.073288,237.87744658209326,圓山Yuanshan
城心曜曜,臺北市大安區民輝里17鄰新生南路一段97巷1號,臺北市大安區民輝里17鄰新生南路一段97巷1號,121.533842,25.041231,123.02740952506923,忠孝新生Zhongxiao Xinsheng
城西蒔光,臺北市萬華區福星里14鄰漢口街二段53巷17號,臺北市萬華區福星里14鄰漢口街二段53巷17號,121.506433,25.046384,324.8108951043611,西門Ximen
埕曦河畔,臺北市大同區民權里8鄰民權西路160巷26弄88號,臺北市大同區民權里8鄰民權西路160巷26弄88號,121.514894,25.061596,260.28068983244873,大橋頭Daqiaotou
基泰大安,臺北市大同區雙連里12鄰承德路二段147號,臺北市大同區雙連里12鄰承德路二段147號,121.51839,25.057915,248.82522884714618,雙連Shuanglian
基泰大直,臺北市萬華區和德里5鄰興義街17號,臺北市萬華區和德里5鄰興義街17號,121.492431,25.027152,948.2126625904165,龍山寺Longshan Temple
基泰建中,臺北市萬華區青山里4鄰環河南路二段31號,臺北市萬華區青山里4鄰環河南路二段31號,121.49768,25.039051,323.94363180941474,龍山寺Longshan Temple
基泰碧湖,臺北市大安區民炤里14鄰建國南路一段304巷55號,臺北市大安區民炤里14鄰建國南路一段304巷55號,121.535,25.035292,111.04358499088575,大安森林公園Daan Park
基泰磺溪,臺北市中山區大直里5鄰大直街94巷1弄7號,臺北市中山區大直里5鄰大直街94巷1弄7號,121.547897,25.084699,323.5897597788005,大直Dazhi
墨花香,臺北市萬華區雙園里12鄰莒光路260號,臺北市萬華區雙園里12鄰莒光路260號,121.499163,25.031296,242.9207211673934,龍山寺Longshan Temple
士林一品,臺北市內湖區內湖路一段741號,臺北市內湖區港富里4鄰內湖路一段741號,121.578501,25.078945,385.47940358694774,港墘Gangqian
士林竣,臺北市北投區建民里1鄰文林北路16巷25號,臺北市北投區建民里1鄰文林北路16巷25號,121.519732,25.105295,275.4258925542961,明德Mingde
士科京璽,臺北市大安區古莊里10鄰羅斯福路二段111號,臺北市大安區古莊里10鄰羅斯福路二段111號,121.524632,25.02447,224.25851102629866,古亭Guting
士科大院.,臺北市士林區基河路151號1樓,臺北市士林區義信里5鄰基河路151號,121.523579,25.08877,281.2762261564605,劍潭Jiantan
士科潤山,臺北市士林區舊佳里19鄰中正路248號,臺北市士林區舊佳里19鄰中正路248號,121.524967,25.095265,172.7439796719043,士林Shilin
夏沐時,臺北市士林區葫東里9鄰重慶北路四段222號,臺北市士林區葫東里9鄰重慶北路四段222號,121.511467,25.085867,1279.4747723616365,圓山Yuanshan
大喆,臺北市大安區羅斯福路三段283巷21弄7號,臺北市大安區羅斯福路三段283巷21弄7號,121.5287862,25.019966,81.68849370521727,台電大樓Taipower Building
大安Corner,臺北市北投區承德路六段文承路口,臺北市北投區建民里20鄰承德路六段335之2號,121.511246,25.104156,770.1039214879783,石牌Shipai
大安MONEY璞寓,臺北市北投區立農里17鄰立農街一段257巷7弄7號,臺北市北投區立農里17鄰立農街一段257巷7弄7號,121.505201,25.1204,120.04119007266317,唭哩岸Qilian
大安MONEY賦寓,臺北市中山區民生東路二段93巷15號,臺北市中山區中庄里18鄰民生東路二段93巷15號,121.531057,25.058623,245.04098973441444,行天宮Xingtian Temple
大安信藝館,臺北市大安區古風里6鄰羅斯福路三段159號,臺北市大安區古風里6鄰羅斯福路三段177號,121.527878,25.021249,44.36388266520491,台電大樓Taipower Building
大安富中,臺北市大安區古風里6鄰羅斯福路三段159號,臺北市大安區古風里6鄰羅斯福路三段177號,121.527878,25.021249,44.36388266520491,台電大樓Taipower Building
大安富御,臺北市大安區文昌街257號,臺北市大安區通化里8鄰文昌街258之1號,121.556122,25.032188,296.16020508225205,信義安和Xinyi Anhe
大安富筑,臺北市大安區和安里8鄰信義路三段147巷11弄15之1號,臺北市大安區和安里8鄰信義路三段147巷11弄15之1號,121.542477,25.034808,161.34285985151917,大安Daan
大安得逸,臺北市大安區臥龍街296號,臺北市大安區黎和里14鄰臥龍街296號,121.559295,25.016843,113.3000169436382,麟光Linguang
大安文樺,臺北市大安區通安里7鄰通化街38巷9號,臺北市大安區通安里7鄰通化街38巷9號,121.553715,25.030982,138.00201936861828,信義安和Xinyi Anhe
大安昕境,臺北市大安區大學里14鄰羅斯福路三段283巷21弄7號,臺北市大安區大學里14鄰羅斯福路三段283巷21弄7號,121.531312,25.019936,352.59445159368846,台電大樓Taipower Building
大安永康,臺北市大安區芳和里1鄰樂業街118巷11號,臺北市大安區芳和里1鄰樂業街118巷11號,121.551742,25.020538,242.5429360939495,六張犁Liuzhangli
大安潮,臺北市大安區羅斯福路三段283巷,臺北市大安區大學里24鄰羅斯福路三段283巷12之2號,121.531702,25.018384,344.973032098298,公館Gongguan
大安謙韵,臺北市大安區福住里6鄰永康街17巷17號,臺北市大安區福住里6鄰永康街17巷17號,121.530489,25.032387,212.3042507717869,東門Dongmen
大安釀,臺灣臺北市大安區潮州街97號,臺北市大安區錦安里5鄰潮州街97號,121.527126,25.028817,343.0868560200214,東門Dongmen
大將首驛,臺北市大安區大安路一段206巷15號,臺北市大安區仁慈里7鄰大安路一段206巷17之1號,121.544739,25.034817,171.2732056250355,大安Daan
大承,臺北市大安區復興南路二段55號,臺北市大安區住安里2鄰復興南路二段55號,121.54376,25.03094,118.81235251700387,大安Daan
大湖朕寶,臺北市北投區大同街105號,臺北市北投區大同里2鄰大同街105號,121.498366,25.134446,154.22651002687752,北投Beitou
大理ONE,臺北市大同區延平北路一段152號,臺北市大同區永樂里6鄰延平北路一段152號,121.511658,25.053763,294.44933178755116,北門Beimen
大直紅點,臺北市內湖區成功路四段61巷53-55號,臺北市內湖區紫星里1鄰成功路四段61巷53號,121.593779,25.079758,237.8829031001531,內湖Neihu
天匯,臺北市萬華區糖廍里3鄰大理街135號,臺北市萬華區糖廍里3鄰大理街135號,121.497316,25.034279,285.09366028466707,龍山寺Longshan Temple
天成河悅,臺北市中山區金泰里14鄰植福路189號,臺北市中山區金泰里14鄰植福路189號,121.55991,25.083745,484.449959763413,劍南路Jiannan Rd.
天母上苑,臺北市北投區福興里7鄰石牌路一段58巷36號,臺北市北投區福興里7鄰石牌路一段58巷36號,121.512095,25.112787,398.1756243676796,石牌Shipai
天母常玉,臺北市文山區景福街220號,臺北市文山區景慶里5鄰景福街220號,121.538768,24.993858,227.58580703380323,景美Jingmei
天母桓琚,臺北市士林區天母里7鄰中山北路七段141巷17之4號,臺北市士林區天母里7鄰中山北路七段141巷17之4號,121.530296,25.122869,1440.5936395932408,芝山Zhishan
天母鑲玉,臺北市北投區裕民四路2巷,臺北市北投區振華里17鄰裕民四路2巷24號,121.516161,25.114602,67.09665901311789,石牌Shipai
天璽,臺北市士林區天和里3鄰天母東路105巷9弄6號,臺北市士林區天和里3鄰天母東路105巷9弄6號,121.535957,25.119157,1763.6625578548924,芝山Zhishan
天綺,臺北市北投區永欣里15鄰石牌路二段315巷33之1號,臺北市北投區永欣里15鄰石牌路二段315巷33之1號,121.521923,25.123822,888.1854014949442,明德Mingde
天賞大願,臺北市中山區雙城街32巷15號,臺北市中山區晴光里13鄰雙城街32巷15號,121.52323,25.066338,413.0709137938321,中山國小Zhongshan Elementary School
天開圖畫,臺北市北投區奇岩里26鄰公舘路376巷6弄6號,臺北市北投區奇岩里26鄰公舘路376巷6弄6號,121.503687,25.123874,299.23514406982355,奇岩Qiyan
太子華威,臺北市文山區保儀路46號,臺北市文山區木新里14鄰保儀路47號,121.568687,24.987542,646.1214635023672,萬芳社區Wanfang Community
太平洋敦南麗舍,臺北市南港區成福里12鄰東新街170巷21之1號,臺北市南港區成福里12鄰東新街170巷21之1號,121.593219,25.044442,350.66958018619727,昆陽Kunyang
太平洋蒔景,臺北市士林區至誠路一段138號,臺北市士林區岩山里6鄰至誠路一段138號,121.534763,25.101635,1059.3034417557415,士林Shilin
奇岩綠境,臺北市大安區建安里13鄰敦化南路一段177巷18號,臺北市大安區建安里13鄰敦化南路一段177巷18號,121.550081,25.042988,143.20256362383063,忠孝敦化Zhongxiao Dunhua
如意琚,臺北市信義區崇德街161號,臺北市信義區黎順里6鄰崇德街161號,121.557134,25.023848,359.92606931558385,麟光Linguang
威堡今綻,臺北市北投區公舘路243號,臺北市北投區奇岩里10鄰公舘路243號,121.508354,25.126,378.7232663324672,唭哩岸Qilian
安家2MORE,臺北市內湖區東湖里10鄰康樂街110巷6號,臺北市內湖區東湖里10鄰康樂街110巷6號,121.618611,25.070601,690.0071835062423,南港軟體園區Nangang Software Park
安家湛,臺北市中山區集英里9鄰天祥路16號,臺北市中山區集英里9鄰天祥路16號,121.520943,25.060936,185.37680886281177,雙連Shuanglian
安家秀,臺北市萬華區大理街28號,臺北市萬華區富福里8鄰大理街28號,121.50172,25.034559,214.72892882552932,龍山寺Longshan Temple
安家藏玉,臺北市文山區明興里15鄰秀明路一段7號,臺北市文山區明興里15鄰秀明路一段7號,121.563661,24.989384,728.487277357217,萬芳社區Wanfang Community
安縵莊園,臺北市萬華區青山里4鄰環河南路二段5巷2號,臺北市萬華區青山里4鄰環河南路二段5巷2號,121.497854,25.039591,332.8828807100113,龍山寺Longshan Temple
宏國大道城B棟,臺北市中正區幸福里17鄰齊東街82巷43之6號,臺北市中正區幸福里17鄰齊東街82巷43之6號,121.528917,25.042532,443.56345437114936,忠孝新生Zhongxiao Xinsheng
宏國大道城D棟,臺北市內湖區內湖路三段60巷39號,臺北市內湖區碧山里5鄰內湖路三段60巷39號,121.593329,25.088436,302.93691694611147,內湖Neihu
宏國大道城Ｃ棟,臺北市大同區承德路二段58號,臺北市大同區光能里9鄰承德路二段59號,121.518393,25.055441,273.99813975709316,中山Zhongshan
宏廷富山滙,臺北市大同區承德路二段58號,臺北市大同區光能里9鄰承德路二段59號,121.518393,25.055441,273.99813975709316,中山Zhongshan
宏普國貿2,臺北市大同區承德路二段58號,臺北市大同區光能里9鄰承德路二段59號,121.518393,25.055441,273.99813975709316,中山Zhongshan
宏普新邑,臺北市文山區富山路5號,臺北市文山區華興里18鄰富山路5號,121.553693,24.988872,787.5078272252717,萬芳醫院Wanfang Hospital
宏普鉑金苑,臺北市內湖區湖元里18鄰新湖二路146巷33號,臺北市內湖區湖元里18鄰新湖二路146巷33號,121.578695,25.063647,795.4127607164678,松山Songshan
宏普陽明,臺北市北投區三合街一段82巷93-107號,臺北市北投區奇岩里1鄰三合街一段82巷93號,121.504186,25.129019,396.66305198686985,奇岩Qiyan
宏普頤和,臺北市南港區三重里31鄰經貿二路235巷31號,臺北市南港區三重里31鄰經貿二路235巷31號,121.615731,25.061606,102.17923886014756,南港軟體園區Nangang Software Park
宏泰HOME,臺北市北投區文林北路75巷文林北路175巷,臺北市北投區建民里10鄰文林北路75巷69號,121.517263,25.103325,411.4514956120589,明德Mingde
宏盛得意山莊,臺北市中山區八德路二段146巷1弄,臺北市中山區埤頭里3鄰八德路二段146巷1弄8號,121.537537,25.04571,550.7540292630405,忠孝新生Zhongxiao Xinsheng
宏盛掬白,臺北市內湖區內湖路一段203巷28號,臺北市內湖區西康里16鄰內湖路一段203巷28號,121.563548,25.085068,441.8891530326885,西湖Xihu
宏盛淬白,臺北市北投區三合街一段117巷53號,臺北市北投區奇岩里16鄰三合街一段117巷53號,121.50466,25.125126,304.0410571378787,唭哩岸Qilian
宏盛陽明,臺北市內湖區寶湖里20鄰民權東路六段210巷43號,臺北市內湖區寶湖里20鄰民權東路六段210巷43號,121.597804,25.065967,1034.6088266001905,昆陽Kunyang
宏築信義,臺北市中山區下埤里18鄰龍江路429巷16號,臺北市中山區下埤里18鄰龍江路429巷16號,121.541808,25.066769,436.9670373500441,中山國中Zhongshan Junior High School
宏築天藴,臺北市士林區福志里21鄰福志路86號,臺北市士林區福志里21鄰福志路86號,121.529022,25.098859,438.4205632558328,士林Shilin
官峰,臺北市信義區和平東路三段463巷,臺北市信義區黎安里9鄰和平東路三段463巷17號,121.559775,25.019024,113.05619330048748,麟光Linguang
家居奇玉,臺北市士林區天玉街40號,臺北市士林區天玉里23鄰天玉街40號,121.529381,25.121123,1298.465247833419,芝山Zhishan
家居安曼,臺北市士林區福志路120號,臺北市士林區福志里22鄰福志路120號,121.527618,25.098507,327.70992544230467,士林Shilin
家居璽玉,臺北市北投區奇岩里3鄰三合街一段82巷62弄22號,臺北市北投區奇岩里3鄰三合街一段82巷62弄22號,121.505527,25.128477,449.21142791459704,唭哩岸Qilian
家騰真,臺北市北投區文林北路131號,臺北市北投區文林里18鄰文林北路132號,121.516801,25.10648,295.46869149895514,明德Mingde
富享家,臺北市北投區北科路,臺北市北投區建民里15鄰北科路192號,121.513673,25.10713,478.1497026533825,石牌Shipai
富享榮華,臺北市內湖區樂康里20鄰康樂街136巷18弄19號,臺北市內湖區樂康里20鄰康樂街136巷18弄19號,121.618258,25.071041,697.9158259502757,南港軟體園區Nangang Software Park
富域,臺北市內湖區康寧路三段12號,臺北市內湖區葫洲里20鄰康寧路三段12號,121.606714,25.072728,49.395614259324766,葫洲Huzhou
富裔CORNER,臺北市中正區羅斯福路一段29號,臺北市中正區南福里24鄰羅斯福路一段30之2號,121.51898,25.031376,111.43902364178108,中正紀念堂Chiang Kai-Shek Memorial Hall
富貴莊園,臺北市北投區清江里4鄰中央南路一段83號,臺北市北投區清江里4鄰中央南路一段83號,121.501321,25.131148,301.5915970562346,北投Beitou
富邦藝庭,臺北市大安區仁慈里7鄰大安路一段206巷17之1號,臺北市大安區仁慈里7鄰大安路一段206巷17之1號,121.544739,25.034817,171.2732056250355,大安Daan
富邦藝樹,臺北市大安區仁慈里7鄰信義路四段53巷30號,臺北市大安區仁慈里7鄰信義路四段53巷30號,121.544997,25.034669,189.56272284717426,大安Daan
富邦醴仁,臺北市內湖區東湖里20鄰康樂街136巷30弄11號,臺北市內湖區東湖里20鄰康樂街136巷30弄11號,121.617189,25.072047,699.6547624841794,東湖Donghu
寶舖212,臺北市大安區義村里22鄰仁愛路三段143巷24號,臺北市大安區義村里22鄰仁愛路三段143巷24號,121.542957,25.03959,148.93179537572053,忠孝復興Zhongxiao Fuxing
寶舖care,臺北市大安區建安里6鄰敦化南路一段161巷46之1號,臺北市大安區建安里6鄰敦化南路一段161巷46之1號,121.551402,25.043389,116.21437334796589,忠孝敦化Zhongxiao Dunhua
寶舖ＣＡＲＥ,臺北市中正區文北里13鄰金山南路一段53巷1號,臺北市中正區文北里13鄰金山南路一段53巷1號,121.529227,25.039103,310.401210075117,東門Dongmen
將作城心,臺北市中正區文盛里1鄰羅斯福路三段212號,臺北市中正區文盛里1鄰羅斯福路三段212號,121.529537,25.01912,178.55648572983432,台電大樓Taipower Building
將捷心裡?,臺北市中正區文盛里4鄰羅斯福路三段210巷12之2號,臺北市中正區文盛里4鄰羅斯福路三段210巷12之2號,121.528721,25.018197,159.33697586690676,台電大樓Taipower Building
將捷行書,臺北市中正區文盛里1鄰羅斯福路三段212號,臺北市中正區文盛里1鄰羅斯福路三段212號,121.529537,25.01912,178.55648572983432,台電大樓Taipower Building
小時代,臺北市中正區板溪里4鄰南昌路二段92號,臺北市中正區板溪里4鄰南昌路二段92號,121.521724,25.026225,127.99322792307407,古亭Guting
尚青苑,臺北市中山區恆安里9鄰雙城街13巷20之1號,臺北市中山區恆安里9鄰雙城街13巷20之1號,121.525073,25.064056,169.3267167401223,中山國小Zhongshan Elementary School
展宜常閑,臺北市松山區安平里4鄰三民路38號,臺北市松山區安平里4鄰三民路38號,121.563995,25.05328,123.55103706746117,南京三民Nanjing Sanmin
展宜詠喆,臺北市萬華區福星里15鄰開封街二段69號,臺北市萬華區福星里15鄰開封街二段69號,121.505135,25.047114,457.51893521634884,西門Ximen
山丘小墅,臺北市文山區華興里20鄰木柵路一段238巷2弄2號,臺北市文山區華興里20鄰木柵路一段238巷2弄2號,121.553641,24.987666,846.6022299613952,萬芳醫院Wanfang Hospital
山森原,臺北市士林區蘭興里11鄰磺溪街88巷10號,臺北市士林區蘭興里11鄰磺溪街88巷10號,121.523957,25.108435,351.276867700898,芝山Zhishan
山沺藏,臺北市信義區永吉路278巷46號,臺北市信義區五全里16鄰永吉路278巷46號,121.574087,25.044135,310.7282153260455,永春Yongchun
山釀,臺北市內湖區環山路二段26號,臺北市內湖區港華里19鄰環山路二段28之7號,121.572846,25.085946,424.8301790282827,港墘Gangqian
山隱曼曼,臺北市南港區三重里29鄰三重路41巷37之1號,臺北市南港區三重里29鄰三重路41巷37之1號,121.612844,25.060828,349.8662940629033,南港軟體園區Nangang Software Park
岳榕莊,臺北市內湖區寶湖里22鄰民權東路六段289巷31號,臺北市內湖區寶湖里22鄰民權東路六段289巷31號,121.601219,25.069382,688.1244888091303,葫洲Huzhou
岳泰峰山,臺北市內湖區港華里19鄰環山路二段50巷14弄5號,臺北市內湖區港華里19鄰環山路二段50巷14弄5號,121.57346,25.088038,499.97924956094965,港墘Gangqian
岳泰峰悦,臺北市士林區福林里16鄰中正路213巷9號,臺北市士林區福林里16鄰中正路213巷9號,121.526687,25.094809,89.82901534588271,士林Shilin
